sentence,label
ha sab to thik h but ye virat kohli ko samja do lawandiabaazi chhor ke thoda run bhi bana le,0
"ek baar jarur try kare . . ,",2
"just been to @someUSER with @someUSER for 1st time since blake . walked reggie &amp; anna , 2 really sweet dogs .",2
mario ki shaadi karane me kitna maja aata thaa . . . .,2
nice . . . . news yar,2
Hmm .. Kisne suggest karfiya kya,1
bhai voh owaisi ke chamche hi is fake news ko failarahe hai,0
salman khan nice,2
required rate of pakistan is now exactly same as their total unemployment rate. #indvspak #cwc15,0
"@5forty3 @mrsgandhi delhi hs chosen ths mayhem.nw will pay for it. aap mla amanatullah says batla encounter fake, probe again. #delhidecides",0
agar modi ji 10 saal pahle pm bane hote to ham aaj 20 saal aage hote,2
"fuck halloween . fuck thanksgiving . fuck my birthday . fuck christmas , the new year , valentines , st . patrick's , april fools . fuck all of that .",0
"exhausted but buzzing after day 1 of #yalta2012 . need sleep , vitali klitschko speaks tomorrow , might challenge him to an arm wrestle . . .",1
Web development,1
Ap sache wale being human ho bus apki yahi bt sabse Alag h...ap Surat se kuch Jada smart nhi PR dil se ess pure Bollywood m sundar ho....saf pakk dil h apke pass Jo etni dou,2
my trick or treating will happen tomorrow night . . at walgreens . . . . in the candy aisle .,1
abe kachua sir / kushwah sir to hindi pdhate they na,2
Han but bahut bada h yaar,1
dili bole dil say kejriwal fir say . well wisher from kashmir,2
"Dude sexual preferences apart , anybody who would be caught in the act will be joke of the day for months to come P",0
arvind ji very good men,2
"Tera bf or frnd , dono hi is cnfssion pg pe honge ... khud hi bta denge tujhe ...",1
to kr liya,1
dharti pe vinashkaari tatv hai ye . . . ban all udbilao before worldcups,0
I am good,2
sallu mia bhul gye sab kuch yaad nhi unhe ab kuch,1
Intezar kab tak hum karenge bhla,1
rt @bhateketan: someone who never works wants to go on leave. strange. #rahulonleave,0
Arree yaaaarrr,0
@gurmeetramrahim #msgincinemas woow.......pitaji.....mazda aagya.....mst movie....,2
Aur jaaneman,1
Just bought this phone as I got a good deal.,2
faisal whatsapp par bhi group banao hum mumbai wale bhi mobile pe maza le gags ka,2
many records broken.now break the record of performance.outperform &amp; set an example.#aapstorm,1
championship thurs @ blue raider hoop camp today ! ! ! closing ceremonies @ 3:45 in murphy center ! ! ! autographs with all players !,1
Acha proposal wali,1
"i'm not gon believe that victor cruz is the real deal until he lines up outside , no slot , and doesn't disappear like he did sunday",1
haha...i slept with peace having confidence that aap will sweep by the time i woke up...i was bang on....#delhidecides #kiskidilli .59 seats,2
watching this drew peterson movie on lifetime just to spark conversation in miss mapes class tomorrow @someUSER @someUSER,1
did #aap win because of #bjp 's faults or because of its potential? #aapsweep #aapstorm #delhidecides,1
Realy kaha par,1
#saziailmiissounlucky she could give 'friday the 13th' a complex! #aapsweep #delhidecides #feb10witharnab,0
yanha kaunsi train khali chalti hai .,1
everyone talks about eli manning being the best in the 4th qtr . jay cutler has the best qbr rating in 4th qtr in the nfl #getsome #dabears,2
Atb for presentation,1
huppppp . . . . jab first chapter bhul jate h to first love ko bhulne me kya paise lgte h,1
Bhai movie main social message kya hai batao,1
battle city . . . . tank sapne me aate the . . .,1
sara media bika hua h .,0
ye apni gf se puch na ... -_- humse kyu puch rhe ho .. /,1
I don't know if it is related ; Yesterday Civil department and Chemical department had a function in the Gulmohar building . One of the admins/moderators could be a graduating student from them .,1
india match uae hi khelega toh uae hi jeet jayega... #indvsuae,1
to kya ab ye maan lia jaaye ki guddu ab praathmik kakshaao se upar uth gaya hai ? ?,1
True Story and ab normalization ne engineering colleges ki b maar li (,0
kal phir train mein wifi lagne ki baat hogi.. nayi bullet trains chalegi. achcha khana milne ki baat hogi. #railbudget2015,2
awesome acting (y) :p,2
isme unemployment newpaper bhi latka dete . . .,1
Modi ji bharat ki badhti abaadi ki fikar kijiye Jo bharat ko patan ke maarg per lejaa rahi h,0
rt @ghantamantri: #aapkidilli #kiskidilli #delhidecides bahut baraak baraak kar raha... http://t.co/pgg8pw5vmh,1
yr tre gags pe comments itni jaldi top pe pahoch jate h k me kya likhu soch hi ni paata :p,2
jisko dekho modi ko chalenge karta hai dimag kharab ho gaya hai media ka bhi or in kutto ka bhi,0
ya . . . really true . . . . . . missed those days,0
but bina mehnat k contra mein 30 life mil jaati thi . . . :-d,1
sahi pkde h,1
ek second k liye laga ki guddu ki maa ne gaali di ! ! :p,0
Ek project mil chuka h,1
ise kahte h super mind,2
To ap ka karoge ab di?,1
salman bhai jaan friend request plz,1
kab admission form bat raha hai :p,1
Sab thik hi hai,0
Abhi situation thk,2
wwf was also a part of study material . . ;) . . . john cena ke sticker hain kya ? ? amazing :),2
Namashkar akki,1
hahaha . . . solid hai re baba,2
c'mon india its tym to show why we are world champions #indvssa lets bring the glory,2
bjp ke ashwamedha ke ghode ko delhi mein @arvindkejriwal pakad kar dikha diya!! #delhielectionresults #5saalkejriwal,2
all girls are not like u think but its jst u met wrong girls at this tym !!,1
Salman muzhe mere sawal ka jawab cahiye hum nich to tu kon akher tu bhi muslim h na most reply,0
Hello...salman khan ji....,1
thumps up for u ! we need to #BADLAAV this corrupted congress !!,2
"rt @reeteshanand: ttes to help senior citizens, differently abled and pregnant women obtain lower berths @sureshpprabhu #railbudget2015",1
Mai WO pars buy Kar k use mai paise rakh k use gift reaping karwaa k eid waale din namaz k baad jab Ammi se gale milkar eid Mubarak karungi tab mai ye gift unhe dedungi,2
Bharat mata ke ji,1
teri picture dekhne jao nah maja a aajaatah hai such iiiiiiii,2
"Hub bhi school me students ko dekhte hu, tum subki yad aati hai",2
"20 rs me 5 ka game , 10 ka manja 3 ki pattie aur 2 ka banta aa jata tha . poora din ban jaata tha jis din 20 rs mil jaate the :)",2
jb aana hi ni tha to,0
"october 27 , completes the its 61 years kenneth "" kk "" downing jr . , guitarist in the british heavy metal band judas priest http/URL",1
"just finished rehearsing with @someUSER - we are ready for the kendrick lamar show tomorrow , shout outs to wvu . . . http/URL",1
Ho jygi,0
#landacquisitionbill kirit shomay #ndtv pe khate he ke bjp ko prithvi raj jene kanon ke bare hame sujaw diya me kahoga kirit sharkar me ho,1
"#beefban is essential, now they should pass a bill to #bandeforestation.",1
@someUSER i've only just begun ! i miss putting in 10 hour shifts on 3rd floor paterno . . . not really though .,2
Happy holi to you too bhai,1
Han wahi wahi,1
can't wait to see 'flight' with denzel washington on tomorrow ! bam ! ;-),2
Kec college,1
bhai just ek baar hi bol do,1
mere b sare school k model papa bnate the,1
raina....ab yahan v dil jeet lena bhai #indvspak,2
"the ambition of nadal , the knees of ena sharples and the liver of george best . my recipe for saturday tennis . #5-7 5-7",1
"CBSE never delays marksheets U pervert !!! Must b ur School , s fault .",0
me toh cassette reverse karke check krta tha k new games nikal jaye :p,1
""" birthday cake "" is gonna be the song leading us into 4th quarter , count it .",2
Hafta bht h bhai,1
l ki power leke end krta h bc :d :p,0
#jaitley gave rs 2 lakh crore bonanza to #corporates:#chidambaram | #unionbudget2015 ... - http://t.co/xnagds58xp #newsintweetsindia,2
1300 bhi kam hote h ?,1
board pe jo problem hain wo such main tough dikhta hain :p,0
yeh paanch faal tumhein beef faal fe kam nahi lagenge! #beefban #lisp,0
vote kisaano se batore...or ab sarkaar chahti hai uhni ke haat me aa jaaye katore... #landacquisitionbill #annareturns galat hai bhaiya,0
seriously -_-,0
Uske baad last mai apne liye kuch lelungi,1
bhai ko zrur koi kam hoga,1
"jo bhi ho arvind kejriwal ji , pure india ko apne comedian style se entertain bahut kar rahe hain .",0
pure ke pure number guddu ke baaye haath ko,1
Very true .. Meri b papa se bs haan na mein baat hoti h .. D,1
"arvind kejriwal is educated man not like some people who do politics for money . . . b . j . p . & congress are two side of same coin , no enquiries against congress scams during 6 years government of atalji & now mr . modi . . . be fooling public . . . public of delhi is not foolish . . . very understanding . . . only aap has hope because for public grievances arvind kejriwal slept on road in delhi for winter night , no politician in india who taking panes for public . . . only making money by doing scams & corruption , every office is busy making money from bribe . . . so , vote aap . . . freedom from corruption .",0
#indvspak. who ever wins...... match. should match the standard. of this battlae royaleeee!!!!,1
wtf uska college mention karna imp tha ya points bna raha hai bhai ......... -P who knows miranda ki sabse dumbest ladki teri gf ho .... ;-),1
Hu,1
my best actress,2
Saare jahan se achha hindustaa hamara,2
"my #mufc xi for super sunday: de gea , rafa , rio , evans , evra , clevz , nani , young , roo , chicha , rvp . what about you ?",1
Mail dekhle,2
Abdul raheem bhai iske nhi samajh aayga mu bhat hai sala maners to hai hi nhi isme isko samjhan khde ke aage been bajana hai,0
kejriwal zindaabaad,2
rt @tusharg: so now can bars in mumbai serve beefeater gin? #beefban,1
another subject for students to get fail in . . kapoor saab kya kahenge . . ? ? ? /,0
amit g is to confident . . lagta hai sab aata hai . .,2
Use Western style toilet .. Mobile ke Girne ka koi chance nhi D,2
chl ht salman,0
modi kuch bole wo sb sahi ho jata h . . . . . bt agr koi aur politician kuch achcha bi bol de toh sare bjp wale uspr attack kr dete h . . . .,0
firse sob chork bhagoge to nahi . .,0
bhai i m aslo big fan of you .. i m frm kashmirr ..apka bajrangi bhaijaan main kaise experince Raha ..woh bhi kashmir main shooting kr k nd pls replyy aur kaise laga humra kashmir,1
"when i was a kid , even i use to dream this kind of school . . . guess i am not the only one who imagine to live life in a parallel universe . . .",2
Sabra ka fal meetha hota hai.,2
Very true but kya kare .+hi_suffix Bedar duniya bedar logh kya kar sakhte hai aj kal tho har koi bina dil k ghumta hai ( but u r very nice person bro )),2
Se,0
#aap #delhidecides #arvindkejriwal #uturn vote for freebies. 5sal kejriwal fir delhi banega paschim bangal http://t.co/mzvknqeq3w,1
aus jeetega,2
reminded me of my college egd clsses . external viva wale din kaha ki sir raat ko sheets padhte hue galti se mombatti gir gayi aur 7 sheets jal gayi . . . jali hui sheets par 10 mai se 8 mile :d acting faad kari thi lekin :p,2
tb to har pakki,0
"DU sucks .... Bkws h DU ... saale ek se bda ek suttebaaz , sharabi , awara yahi milte h all over india .... Srf naam h DU ka ....",0
dollar gains on euro amid greek woes: new york - the euro sagged against the dollar on thursday as the revised g . . . http/URL,1
app desh ka dadkhan jaihind,2
woowww! bajrangi bhaijaan superhit hogi... meri bhagwan se prarthna he ki yah film super-duperhit hogi...,2
Bhai maa aap ka sabse bada fan puri duniya mein aur bhai jodhpur sha ho,2
Mil gya,1
"I dont believe that this confession has made by a \ "" GIRL\ "" ... Tere saath aisa nahi hona chahiye tha yaar , galat hai ye ... Tere saath to ek ko nahi sabko physical hona chahiye tha and then teri tashreef pe laat marke chhodna chahiye tha tab theek hota ... > (",2
"afc away fans on saturday . all this stuff about the 'she said no' chant . it's bollocks . when he has the ball , just turn your back on him .",0
we r blessed with tiger biscuits :d :d,2
kya kar ra hai aaj kal ?,1
Bhai i'm so sad mje yh song site pe nhe mil rhamai kese sunu yh sng,0
mjhe bol,1
"community , cougar town , friday night lights , glee , mad men , modern family , six feets under , skins , terra nova o the wire ? ? ?",1
kya hua...bhaijaan....,1
aur sabe dad yeh wali cassette hi lete the . . .,1
Priya chawla Hny to you n ur family Stay fit n fine,2
jo kabhi bhi middle berth kholke so jaate hain unke liye koi rule banaya hai kya?! #railbudget2015,2
Nhi huyi ?,2
"man , i'm sorry for the death of mr . mitch lucker . may he rest in peace .",0
modi ji bangladash sa sab hendu ko india ma la chaleya plz eha musalman hendu ka vume dakal karlata ha or ve bahot aneti karta ha,1
background music plz..Phul mangu na bahar mangu Mai to sanam tera pyar mangu ?,1
Kabi pyase ko paani....pilaya nahi Chup rah,0
aap ke kutte bhi bhokne lage hain . khas kism ke pakistan aur bangladesh des se magaye hain arvind khujliwal ne,0
kisi me bhi khoj life bbc . . iss blog ke selected statements . news par no one believe . .,0
@someUSER we have a similar circumstance in australia . jan 25 is australia day &amp; many first peoples call it invasion day .,1
"when india score their first boundary, the place is going to erupt. #indvspak",1
@gurmeetramrahim #msgrevolution yessssss mere sohne rabb satgur g ye sirf aur sirf aap g ki rehmat se hi ho raha h g #blockbustermsg,2
harami,0
Janab,1
Salman bhai aap meri coments path te he,1
achche log aane wale hai :) #aapsweep,2
class 2 me to 99% adhe class ko aate hai . . . tu sach me mature nahi hai,0
ye india hai boss!! sunglasses emoticon #indvspak #cwc2015 http://t.co/gwop2jhlt4,2
"i noticed all the huddlestone haters were conspicuous by their absence yesterday , particularly when he assisted bale for the 1st goal #thfc",0
l ki power leke end karta hai contra . . . . . . hahhahahahh . . . . too good yaar (y),2
"virat: koi nahi! well played shikhar! shikhar: bc, tu aa pavilion vaapas! batata hoon tujhe! #runout #indvspak",0
loveee u saluuuu,2
Miranda chodkr kuch or discussn b krlo kyu paka rhe ho subah se campus me or b clg h uff ...,1
dil garden garden kar diya,2
kaise krenge yrr// twitter pr ya fb pr sum! tell me,1
"rt @cricketsagar: sakshi maharaj ne 4 bachche paida karne ko kaha tha, 4 seats nahi.dilliwale galat samaj baithe. #delhidecides",1
"i m wearing full black tomorrow to office, mourning the loss of the little hope i had left for rahul gandhi #whereisrahul #rahulonleave",1
kuch udbilaoo uncle bhi hote hai . . . . unhe to sahi se ghoor bhi nhi sakte :o,1
Modi ji desh ka nam bda rhe he.,2
Kya? ?,1
laker fans should take it as a sign that they got beat by the sacramento kings twice in the preaseason . . . and their starters played the 4th,0
"jay paterno , former penn state assistant football coach and son of joe paterno , said sunday night that he was at an event when a . . .",1
wide k liye addha ! :) :),1
"kamaal hai , kisi ladki ne abhi tak blackboard ka sum solve nahi kiya :p",0
Agar main sehmat hun Jo b phle se hai to ?,0
Sala.. Terko dusron k time ki kimat mi hai..,0
"jo bhi karo, jaise bhi karo, jab bhi karo.. bas harna matt! ;) :d #indvspak #cwc15",1
