sentence,label,clean-sentence
hmm raspberry pi - scrap ipads in the class room - have some pi instead #education @someUSER http/URL,1,hmm raspberry pi - scrap ipads in the class room - have some pi instead #education @someuser http/url
trust aap five year aap,2,trust aap five year aap
really bored of this host on super sunday doing nothing but talk and rave about man utd #biasprick,2,really bored of this host on super sunday doing nothing but talk and rave about man utd #biasprick
Kiya meri ap se bat ho sakti hai kisi wkt fb par,1,kiya meri ap se bat ho sakti hai kisi wkt fb par
apni shadi e aisa mat karna ,1,apni shadi e aisa mat karna
Madarchod supar dupar flop ho gae teri movieâ€¦BUHUBALI ROCXxx :),0,madarchod supar dupar flop ho gae teri movieâ€¦buhubali rocxxx :)
Kyun fat rhi h .. Hua nhi kya ? ,1,kyun fat rhi h .. hua nhi kya ?
#landacquisitionbill #landacquisitionordinance aur karo modi ko vote!!!,2,#landacquisitionbill #landacquisitionordinance aur karo modi ko vote!!!
michael jackson bad 25 will air november 22 on abc .  make sure you watch it !  :) http/URL,1,michael jackson bad <NUM> will air november <NUM> on abc . make sure you watch it ! :) http/url
helo bAi kesahe up,1,helo bai kesahe up
sale andhon pahle dekho phir khobsurat bolo,0,sale andhon pahle dekho phir khobsurat bolo
salman kya hai aam insan hai hamari tarha jo help manga hai allah se mango,0,salman kya hai aam insan hai hamari tarha jo help manga hai allah se mango
mein to chalk kha jati thi :-p :-d,1,mein to chalk kha jati thi :-p :-d
Ussi Mein changes kar lenge ,1,ussi mein changes kar lenge
Love you love you salman bhai,2,love you love you salman bhai
Rajiv  chowk  se  bus  ? ,1,rajiv chowk se bus ?
par '9999999 in 1' me hi udne wala mario aata tha :d,2,par '<NUM> in <NUM>' me hi udne wala mario aata tha :d
"police ,  protesters clash at republic day march in turkey: on a day marking the 89th anniversary of the founding  .  .  .  http/URL",0,"police , protesters clash at republic day march in turkey: on a day marking the <NUM>th anniversary of the founding . . . http/url"
dhamki mili h use ,1,dhamki mili h use
kendrick lamar may arguably have the best hip hop album of the year in my opinion,2,kendrick lamar may arguably have the best hip hop album of the year in my opinion
Salman khan ki jai ho,2,salman khan ki jai ho
rt @jindalvicky81: @gurmeetramrahim #msgincinemas pita ji woh mubark din aa hi gaya jiska hum sabi ko intjar tha.,2,rt @jindalvicky<NUM>: @gurmeetramrahim #msgincinemas pita ji woh mubark din aa hi gaya jiska hum sabi ko intjar tha.
c'mon avila !  you just got tagged out by a guy who looks like the kid bill murray was researching in the royal tenenbaums !  #tigers,1,c'mon avila ! you just got tagged out by a guy who looks like the kid bill murray was researching in the royal tenenbaums ! #tigers
"buffalo bills' kyle williams misses practice thursday: for a second straight day ,  buffalo bills .  .  .  http/URL #bills #nfl",0,"buffalo bills' kyle williams misses practice thursday: for a second straight day , buffalo bills . . . http/url #bills #nfl"
Ab tu jada he bolne lagi hai..soch kar bat kar warna...,0,ab tu jada he bolne lagi hai..soch kar bat kar warna...
uff 100% true .  .  .  .  this will the kvians would know .  .  . ,2,uff <NUM>% true . . . . this will the kvians would know . . .
Inshallah bhai bajrangi bhaijaan will hit,2,inshallah bhai bajrangi bhaijaan will hit
Grt super star sallu bhai,2,grt super star sallu bhai
Aise Hi bas ,1,aise hi bas
Han thk h ,1,han thk h
Morning  se ,1,morning se
#delhidecides #kiskidilli: i want @arvindkejriwal @aamaadmiparty 2prove me wrong on all i've said against him. only then delhi &amp; india wins!,2,#delhidecides #kiskidilli: i want @arvindkejriwal @aamaadmiparty <NUM>prove me wrong on all i've said against him. only then delhi &amp; india wins!
aayega ni to pitega ,0,aayega ni to pitega
bhag kg bhag,0,bhag kg bhag
"beta south africa ,  baaki sab theek tha ,  ad bana ke galti kerdi tumnain .  . ",0,"beta south africa , baaki sab theek tha , ad bana ke galti kerdi tumnain . ."
rt @ssinsan777: @gurmeetramrahim papa ji teno vachano ka pkaa bnaye rkhna papa ji....rhmat krna love u papa ji... #msgyouthicon,2,rt @ssinsan<NUM>: @gurmeetramrahim papa ji teno vachano ka pkaa bnaye rkhna papa ji....rhmat krna love u papa ji... #msgyouthicon
jinx is broken .  .  .  sa ki toh keh ke le li ;),0,jinx is broken . . . sa ki toh keh ke le li ;)
Woh  startup  wala ,1,woh startup wala
inbox ma bat karo sallu,1,inbox ma bat karo sallu
maza to razai k andar kisi k garam jism ko apne thande haath aur pair lagane me aata hai,1,maza to razai k andar kisi k garam jism ko apne thande haath aur pair lagane me aata hai
"itte dino baad  "" launcher ""  paaji dikhe :d :p",1,"itte dino baad "" launcher "" paaji dikhe :d :p"
"highlight of monday was chucking a mattress down the stairs which hit eleanor around the face ,  causing her to fall down the stairs",1,"highlight of monday was chucking a mattress down the stairs which hit eleanor around the face , causing her to fall down the stairs"
nba video - the daily zap: all the action from wednesday's six pack can be found right here in the daily zap .  http/URL #nba,1,nba video - the daily zap: all the action from wednesday's six pack can be found right here in the daily zap . http/url #nba
Huu ,0,huu
Hmm ,1,hmm
hum kam az kam fight ker k haaray .  .  lekin tum loog zillat ki maut maaray gaye .  . ,0,hum kam az kam fight ker k haaray . . lekin tum loog zillat ki maut maaray gaye . .
@bwoyblunder itne to kbhi number nhi aaye bc exam m mere #aapsweep,0,@bwoyblunder itne to kbhi number nhi aaye bc exam m mere #aapsweep
Ek Salman hazaaron mehaman...hahahahahah ....sabka haal ek jaisa bolo kya hoga???,2,ek salman hazaaron mehaman...hahahahahah ....sabka haal ek jaisa bolo kya hoga???
bete peida hote rahe to in beto ki shadi kisse krwayega .  .  .  ramdev ji plz koi beti peida hone wali dwai b bnaiye,0,bete peida hote rahe to in beto ki shadi kisse krwayega . . . ramdev ji plz koi beti peida hone wali dwai b bnaiye
bhaiiiii wo is liye ki weh seat Kewal mahilayo k liye aarakshit tha ...... aur uska hq tha buddhe n flw kiya .............. ,1,bhaiiiii wo is liye ki weh seat kewal mahilayo k liye aarakshit tha ...... aur uska hq tha buddhe n flw kiya ..............
Ghr Jake start kruga ,0,ghr jake start kruga
Bye ?? ,2,bye ??
to ap b khela kro na unk sath Computer games 2 players wali . ,2,to ap b khela kro na unk sath computer games <NUM> players wali .
In d same sense . . bharat mittal ek pco booth ka maalik hai . . birla ki cement shop hai . . and . . ratan tata is owner of a garrage ,1,in d same sense . . bharat mittal ek pco booth ka maalik hai . . birla ki cement shop hai . . and . . ratan tata is owner of a garrage
Haan ,1,haan
#isupportmsg #welovemsg #msgincinemas #msgmegamovie we all should watch,1,#isupportmsg #welovemsg #msgincinemas #msgmegamovie we all should watch
Ankhein hona swabhavik hai ... ,1,ankhein hona swabhavik hai ...
bhai ne kaha hai ki wo busy hai....6 bje tak,1,bhai ne kaha hai ki wo busy hai....<NUM> bje tak
Aapne aisa q kha salman ki aap bina muslmn ki apni pix hit kra doge,0,aapne aisa q kha salman ki aap bina muslmn ki apni pix hit kra doge
"having family pictures done on saturday with my 4 favorite girls !  hannah ,  katie  ,  shan and my tam !  can't wait !  life can't get any better ! ",2,"having family pictures done on saturday with my <NUM> favorite girls ! hannah , katie , shan and my tam ! can't wait ! life can't get any better !"
"february 13th; desperation day ,  it's a thing",1,"february <NUM>th; desperation day , it's a thing"
ralegan ke sant tune kar dia kamaal. #landacquisitionbill http://t.co/tcgjbkpiat,2,ralegan ke sant tune kar dia kamaal. #landacquisitionbill http://t.co/tcgjbkpiat
Bhai yeh sab har police station pe hona chahiya facebbok pe nahi..,0,bhai yeh sab har police station pe hona chahiya facebbok pe nahi..
😉😉 ,1,😉😉
hjaaray ji kya btaaygy ki wo desh k hit m h ya wo bhi poltics m aana chahatey h,1,hjaaray ji kya btaaygy ki wo desh k hit m h ya wo bhi poltics m aana chahatey h
Bhai... Aap ki original voice nhi hai..,1,bhai... aap ki original voice nhi hai..
south africa k harne ka dukh south african se jyaada to pakistaniyo ko ho raha hai #indvssa #maukamauka,0,south africa k harne ka dukh south african se jyaada to pakistaniyo ko ho raha hai #indvssa #maukamauka
india ko world cup jitana h to guddu ko tv se chipka k rakkho :p,0,india ko world cup jitana h to guddu ko tv se chipka k rakkho :p
dear delhi yeh dekh ka kush rahoo abad rahoo yehi ha achhe din http://t.co/fn7t79uqfr,1,dear delhi yeh dekh ka kush rahoo abad rahoo yehi ha achhe din http://t.co/fn<NUM>t<NUM>uqfr
matlab hadh ki bhi koi hadh hoti hain .  rula diya pagal . ,2,matlab hadh ki bhi koi hadh hoti hain . rula diya pagal .
yaar guddu bilkul bachpan ki yaade ttro-taaza kr deta hai  .  .  missing my childhood .  .  .  :(,2,yaar guddu bilkul bachpan ki yaade ttro-taaza kr deta hai . . missing my childhood . . . :(
Pela chicken ? ,1,pela chicken ?
guddu morning prayer ka bi banao jo hum bathroom main chup jatte the,1,guddu morning prayer ka bi banao jo hum bathroom main chup jatte the
"Ok prachi , party kab he ?? event post kar dena hum aa jayenge ..  -P ",1,"ok prachi , party kab he ?? event post kar dena hum aa jayenge .. -p"
wow.. umesh yaadav's right leg is playing better than his right hand.. boundary stopped. #indvspak,2,wow.. umesh yaadav's right leg is playing better than his right hand.. boundary stopped. #indvspak
aap jindabaad .  jai ho . ,2,aap jindabaad . jai ho .
" "" dream high 2 premieres on feb 20th with eng sub thru kbs world !  ""  ok noted",2,""" dream high <NUM> premieres on feb <NUM>th with eng sub thru kbs world ! "" ok noted"
and the sticker showed games different from what was inside the casette .  :d,1,and the sticker showed games different from what was inside the casette . :d
"#railbudget2015 kya achcha budget hai yaar, mahngai toh aur badhegi hi.",1,"#railbudget<NUM> kya achcha budget hai yaar, mahngai toh aur badhegi hi."
chocolate nai diya re .  .  . ,1,chocolate nai diya re . . .
ek baar sir ne humse do do ballooons mgaye the .  .  . baad me pta chla ki sir k ldke ka b'day tha aur humse project k naam se mgaye the .  .  .  . ese hote hn aajkl k teachers .  . ,0,ek baar sir ne humse do do ballooons mgaye the . . . baad me pta chla ki sir k ldke ka b'day tha aur humse project k naam se mgaye the . . . . ese hote hn aajkl k teachers . .
@someUSER as he was in a news ltd town surely @someUSER had something to say about murdoch in intro to 'scousers don't buy the sun' ? ,1,@someuser as he was in a news ltd town surely @someuser had something to say about murdoch in intro to 'scousers don't buy the sun' ?
Bhai kya mazak hi ye 4.6 ho gye,0,bhai kya mazak hi ye <NUM> ho gye
"@someUSER the winans are doing the smash hit  "" tomorrow ""  its cool but not the same without all the brothers .  more on the whitney memorial . ",2,"@someuser the winans are doing the smash hit "" tomorrow "" its cool but not the same without all the brothers . more on the whitney memorial ."
watching the 2nd punisher .  wish they'd make another one with quentin tarentino directing and thomas jane as castle,2,watching the <NUM>nd punisher . wish they'd make another one with quentin tarentino directing and thomas jane as castle
"Bhai apki movie apka name pavan kumar ur mera real life m name h pawan kumar, toh m y movie dekhuga hi, motivate JO hona h, ek request h sir aap plz mere dp p like krdo plzz! Movie blockbuster hit toh pakki h!",2,"bhai apki movie apka name pavan kumar ur mera real life m name h pawan kumar, toh m y movie dekhuga hi, motivate jo hona h, ek request h sir aap plz mere dp p like krdo plzz! movie blockbuster hit toh pakki h!"
Bhai aa gaye hai jai jai bajrangbali,2,bhai aa gaye hai jai jai bajrangbali
looks like ur 70 promises are fake like you .  .  i am sure u will take big u turn .  .  . ,0,looks like ur <NUM> promises are fake like you . . i am sure u will take big u turn . . .
kejriwal to 15 ko sapath lega kiran ji bipaksha ka neta chuni jaygi phir divate karegi . ,2,kejriwal to <NUM> ko sapath lega kiran ji bipaksha ka neta chuni jaygi phir divate karegi .
Aagar salman sai hai to ek martaba media me saaf saaf bolde ke mene esa nahi bola ....simpal...,1,aagar salman sai hai to ek martaba media me saaf saaf bolde ke mene esa nahi bola ....simpal...
I am here baat kaha krni ha plzzzzzzzzzzz baat kr lo,1,i am here baat kaha krni ha plzzzzzzzzzzz baat kr lo
NAMASTEY ,2,namastey
"isne samose k sath hari chatni khayi thi  ,  nirmal baba ki kripa hai ispar  !  :p",2,"isne samose k sath hari chatni khayi thi , nirmal baba ki kripa hai ispar ! :p"
rt @bavlichhori: chalo sab gaay pe nibandh likho #beefban,1,rt @bavlichhori: chalo sab gaay pe nibandh likho #beefban
Bhosrdi k kya bolta hai musalmaan nich hai,0,bhosrdi k kya bolta hai musalmaan nich hai
sir im upset becaz apki film pakistan mai eid ke ek week bd release ho gi sir ramzan mai sirf allah miyan se apki kushi mangi hai hamari dua qubol ho jaye ap hamesha kamiyab hun.im samaira from pakistan i always woh aye ni and support u.,2,sir im upset becaz apki film pakistan mai eid ke ek week bd release ho gi sir ramzan mai sirf allah miyan se apki kushi mangi hai hamari dua qubol ho jaye ap hamesha kamiyab hun.im samaira from pakistan i always woh aye ni and support u.
hats off to them .... Aaj jo thodi bht azaadi h wo sirf in jaise deshbhagto ki wajah se ..... RESPECT ..... ,2,hats off to them .... aaj jo thodi bht azaadi h wo sirf in jaise deshbhagto ki wajah se ..... respect .....
@srbachchan hellooooo sire.. i won #shamitabh music cd from @shamitabhmovie in contest..,1,@srbachchan hellooooo sire.. i won #shamitabh music cd from @shamitabhmovie in contest..
nhi nhi ,0,nhi nhi
"bhencho! ek din unmukt chand bhi retire ho jaayega, but afridi will still be playing. he is the pakistani version on dev anand. #indvspak",0,"bhencho! ek din unmukt chand bhi retire ho jaayega, but afridi will still be playing. he is the pakistani version on dev anand. #indvspak"
ku salman ka naam bina use kare kam nhi hota kya bhai logo,2,ku salman ka naam bina use kare kam nhi hota kya bhai logo
lekin sabse kam phoonk maarni padhti thi ismein :p,1,lekin sabse kam phoonk maarni padhti thi ismein :p
